"First name","Second name","player_id"
"JUSTIN","HOLL",851
"JUSTIN","KIRKLAND",852
"JUSTIN","PEARSON",853
"JUSTIN","ROBIDAS",854
"JUSTIN","SOURDIF",855
"JUUSO","MÄENPÄÄ",856
"JUUSO","PÄRSSINEN",857
"JYRKI","LUMME",858
"K'ANDRE","MILLER",859
"KAAPO","KAKKO",860
"KAEDAN","KORCZAK",861
"KAI","SCHWINDT",862
"KAI","UCHACZ",863
"KAIDEN","GUHLE",864
"KAILER","YAMAMOTO",865
"KAITLIN","WILLOUGHBY",866
"KALE","CLAGUE",867
"KALI","FLANAGAN",868
"KASPERI","KAPANEN",869
"KATI","TABIN",870
"KATY","KNOLL",871
"KAYLA","VESPA",872
"KEATON","MIDDLETON",873
"KEEAN","WASHKURAK",874
"KEEGAN","KOLESAR",875
"KEITH","ACTON",876
"KEITH","BROWN",877
"KEITH","CARNEY",878
"KEITH","MAGNUSON",879
"KEITH","PRIMEAU",880
"KEITH","TKACHUK",881
"KEITH","YANDLE",882
"KELLY","PANNEK",883
"KEN","BAUMGARTNER",884
"KEN","DANEYKO",885
"KEN","HODGE SR.",886
"KEN","LINSEMAN",887
"KENDALL","COYNE",888
"KENT","JOHNSON",889
"KENT","NILSSON",890
"KEVAN","MILLER",891
"KEVIN","BAHL",892
"KEVIN","FIALA",893
"KEVIN","HALLER",894
"KEVIN","HAYES",895
"KEVIN","KORCHINSKI",896
"KEVIN","LOWE",897
"KEVIN","MCCLELLAND",898
"KEVIN","STENLUND",899
"KIEFER","SHERWOOD",900
"KIRBY","DACH",901
"KIRILL","KAPRIZOV",902
"KIRILL","KUDRYAVTSEV",903
"KIRILL","MARCHENKO",904
"KIRK","MALTBY",905
"KJELL","SAMUELSSON",906
"KRIS","DRAPER",907
"KRIS","KING",908
"KRIS","LETANG",909
"KRISTIN","O'NEILL",910
"KURTIS","MACDERMID",911
"KYLE","BRODZIAK",912
"KYLE","BURROUGHS",913
